record_id,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Slave.Age,Slave.Gender,Slave.Name,Slave.Skin Color,Transaction.Date,Transaction.Number of Adult Slaves,Transaction.Number of Child Slaves,Transaction.Number of Total Slaves Purchased,Transaction.Sale Details.Discount Rate,Transaction.Sale Details.Payment Method,Transaction.Sale Details.Predicted Interest Rate,Transaction.Sale Details.Price,Transaction.Sale Details.Prices Listed
1671,New Orleans,Rafael Maria del Castillo,"New Orleans, LA",LA,New Orleans,Esmerelda Morphy,"New Orleans, LA",LA,30,F,Marguerite,Mulatto,11/11/1857,1,1,2,0.005790818,Cash and Credit,0.07174632,1700,1
1672,New Orleans,John Barry,"New Orleans, LA",LA,New Orleans,William Barry,"New Orleans, LA",LA,32,M,Lewis,Negro,10/19/1857,1,0,1,0.005849522,Cash and Credit,0.0724972,1100,1
1673,New Orleans,Adam Scott,"New Orleans, LA",LA,New Orleans,Theresa H. Smelser,"New Orleans, LA",LA,30,F,Kitty,Mulatto,7/10/1857,1,0,1,0.00602698,Cash,0.07477,825,1
1674,Jefferson,Paul Choppin,"Jefferson, LA",LA,New Orleans,Joseph Menard,"New Orleans, LA",LA,28,M,William Stewart,Negro,11/6/1857,13,0,13,0.00602698,Cash,0.07477,6550,1
1675,Pointe Coupee,Eugene Tircuit,"Pointe Coupee, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,15,M,James Ringold,Negro,11/13/1857,1,0,1,0.00602698,Cash,0.07477,1300,1
1676,New Orleans,Jonas Pickles,"New Orleans, LA",LA,New Orleans,Newton Cannon Gullett,"New Orleans, LA",LA,23,F,Antoinita,Negro,10/7/1857,1,0,1,0.00602698,Cash,0.07477,1050,1
1677,New Orleans,Marcelin Gillis,"New Orleans, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,22,M,Esquire Wright,Negro,11/18/1857,4,0,4,0.00587886,Cash and Credit,0.07287264,1450,4
1678,New Orleans,George Chism,"New Orleans, LA",LA,New Orleans,Cyrus Chism,"New Orleans, LA",LA,28,M,Jarret Butler,Unknown,11/19/1857,2,0,2,0.00602698,Cash,0.07477,1800,1
1679,New Orleans,John Thornton Sibly,"New Orleans, LA",LA,Saline,Richard Albertson Sibly,"Saline, TX",TX,21,F,Sally,Negro,11/12/1857,1,1,2,0.00602698,Cash,0.07477,1200,1
1680,New Orleans,Robert Geddes,"New Orleans, LA",LA,New Orleans,Isaac P. Abrams,"New Orleans, LA",LA,22,M,Gideon,Mulatto,11/20/1857,1,0,1,0.00602698,Cash,0.07477,1500,1
1681,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Tensas ,Edmund W. Randle,"Tensas , LA",LA,21,M,George,Negro,11/21/1857,1,0,1,0.00602698,Cash,0.07477,1250,1
1682,East Baton Rouge,William Sevey,"East Baton Rouge, LA",LA,New Orleans,James W. Boazman,"New Orleans, LA",LA,17,F,Margaret,Mulatto,10/14/1857,1,0,1,0.00602698,Cash,0.07477,1000,1
1683,New Orleans,Euphemia E. Judson,"New Orleans, LA",LA,New Orleans,Theodore L. McGill,"New Orleans, LA",LA,-1,F,Emilie,Mulatto,9/25/1857,1,0,1,0.00602698,Cash,0.07477,600,1
1684,New Orleans,Euphemia E. Judson,"New Orleans, LA",LA,New Orleans,John B. Smith,"New Orleans, LA",LA,24,M,Jefferson,Negro,11/24/1857,1,0,1,0.00602698,Cash,0.07477,1350,1
1685,New Orleans,Laure Victoire Barjac,"New Orleans, LA",LA,New Orleans,Theodore Melchoir Dromel,"New Orleans, LA",LA,23,F,Lida,Negro,11/18/1857,1,1,2,0.00587886,Cash and Credit,0.07287264,800,1
1686,New Orleans,Joseph Trotot,"New Orleans, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,20,M,James Harrod,Negro,11/20/1857,2,0,2,0.00602698,Cash,0.07477,1350,2
1687,New Orleans,Gustave Ducros,"New Orleans, LA",LA,New Orleans,Constantine B. Beverley,"New Orleans, LA",LA,10,F,Lucinda,Mulatto,11/23/1857,1,0,1,0.00602698,Cash,0.07477,700,1
1688,New Orleans,David Lockhart,"New Orleans, LA",LA,Iberville ,George Troxler,"Iberville , LA",LA,40,F,Clemence,Negro,11/21/1857,1,0,1,0.00602698,Cash,0.07477,425,1
1689,New Orleans,John George Weber,"New Orleans, LA",LA,New Orleans,Antoine Beynet,"New Orleans, LA",LA,23,M,Dennis,Negro,11/23/1857,2,0,2,0.005732077,Cash and Credit,0.07099544,3000,1
1690,New Orleans,Myron Hubbard Church,"New Orleans, LA",LA,New Orleans,Henry Arthur Kingston,"New Orleans, LA",LA,19,F,Louise,Negro,11/17/1857,1,0,1,0.00602698,Cash,0.07477,1100,1
1691,New Orleans,William C. Auld,"New Orleans, LA",LA,Jackson,Benjamin Meyers,"Jackson, MS",MS,12,M,Justin,Negro,11/23/1857,1,0,1,0.00602698,Cash,0.07477,700,1
1692,New Orleans,Peter Doriocourt,"New Orleans, LA",LA,New Orleans,Joseph Santo Domingo,"New Orleans, LA",LA,52,F,Francoise,Unknown,11/25/1857,1,0,1,0.006202525,Credit,0.07702264,100,1
1693,New Orleans,Thomas Pike Dunn,"New Orleans, LA",LA,New Orleans,Myron Hubbard Church,"New Orleans, LA",LA,40,F,Margaret,Negro,11/17/1857,1,0,1,0.006056261,Credit,0.07514544,700,1
1694,New Orleans,Andre Dubuch,"New Orleans, LA",LA,New Orleans,Louis Theodore Deneufbourg,"New Orleans, LA",LA,10,F,Henriette,Mulatto,12/13/1857,1,0,1,0.005790818,Cash and Credit,0.07174632,700,1
1695,Washington ,Montgomery & Kirk Unknown,"Washington , MS",MS,New Orleans,John B. Womack,"New Orleans, LA",LA,24,M,George,Negro,12/31/1857,1,0,1,0.00602698,Cash,0.07477,1250,1
1696,Washington ,Montgomery & Kirk Unknown,"Washington , MS",MS,Davie ,John W. Hall,"Davie , NC",NC,21,M,Bob,Negro,12/31/1857,5,0,5,0.00602698,Cash,0.07477,1250,5
1697,DeSoto,David A. Blacksher,"DeSoto, LA",LA,New Orleans,Nelson Clement Trowbridge,"New Orleans, LA",LA,22,M,Mat,Yellow,12/31/1857,14,0,14,0.005922849,Cash and Credit,0.0734358,900,14
1698,Natchitoches ,Alexis Cloutier,"Natchitoches , LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,18,F,Louisa,Negro,12/31/1857,1,1,2,0.00587886,Cash and Credit,0.07287264,1300,1
1699,Unknown,Francois Cousin,"Unknown, Unknown",Unknown,Unknown,Achille Brouet,"Unknown, Unknown",Unknown,50,M,Piere,Black,12/21/1857,1,0,1,0.00602698,Cash,0.07477,400,1
1700,Unknown,James Saufley,"Unknown, Unknown",Unknown,Unknown,Richard K. Bonham,"Unknown, Unknown",Unknown,34,F,Clara,Griff,12/31/1857,1,0,1,0.00602698,Cash,0.07477,570,1
1701,New Orleans,Adrien Cassard,"New Orleans, LA",LA,New Orleans,Jeanne Aimee Andry,"New Orleans, LA",LA,37,F,Holiday/Olida,Negro,1/2/1858,1,1,2,0.00602698,Cash,0.07477,1200,1
1702,New Orleans,William Daniel Mann,"New Orleans, LA",LA,New Orleans,John Bartholomi Pigniolo,"New Orleans, LA",LA,42,F,Harriet,Negro,12/30/1857,1,0,1,0.00602698,Cash,0.07477,250,1
1703,New Orleans,Joseph Walsh,"New Orleans, LA",LA,Mocksville ,John W. Hall,"Mocksville , NC",NC,23,F,Sylvia Ann,Negro,12/21/1857,1,0,1,0.00602698,Cash,0.07477,630,1
1704,New Orleans,Oscar Perrault,"New Orleans, LA",LA,New Orleans,Theophile Perrault,"New Orleans, LA",LA,41,F,Easter,Negro,1/6/1858,1,0,1,0.00602698,Cash,0.07477,500,1
1705,New Orleans,Edward Ames,"New Orleans, LA",LA,New Orleans,Anthony Barrera,"New Orleans, LA",LA,20,F,Louisa,Negro,1/6/1858,1,0,1,0.00602698,Cash,0.07477,850,1
1706,New Orleans,James H. Beard,"New Orleans, LA",LA,New Orleans,James A. Lusk,"New Orleans, LA",LA,24,F,Mary,Mulatto,12/30/1857,1,0,1,0.006085532,Credit,0.07552088,1250,1
1707,New Orleans,Peyton W. Reynolds,"New Orleans, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,25,F,Ellen,Negro,1/7/1858,1,0,1,0.006187909,Credit,0.07683492,1250,1
1708,New Orleans,Edward S. Riggs,"New Orleans, LA",LA,New Orleans,Nelson Clement Trowbridge,"New Orleans, LA",LA,30,F,Elizabeth,Negro,1/7/1858,1,0,1,0.00602698,Cash,0.07477,900,1
1709,New Orleans,John Keelty,"New Orleans, LA",LA,New Orleans,George Heation,"New Orleans, LA",LA,26,F,Edy Williams,Negro,1/7/1858,1,0,1,0.006290171,Credit,0.07814896,1200,1
1710,New Orleans,Rosanna Smith,"New Orleans, LA",LA,New Orleans,Badilia Gaynor,"New Orleans, LA",LA,45,F,Amie,Negro,1/11/1858,1,0,1,0.00602698,Cash,0.07477,475,1
1711,New Orleans,Josephine Debergue,"New Orleans, LA",LA,New Orleans,Francois Lacroix,"New Orleans, LA",LA,32,F,Herminie/ Aimee,Negro,12/29/1857,1,0,1,0.00602698,Cash,0.07477,1200,1
1712,Washington,John Lewis Chapman,"Washington, MS",MS,New Orleans,Nelson Clement Trowbridge,"New Orleans, LA",LA,25,F,Louisa,Mulatto,1/12/1858,1,0,1,0.006187909,Credit,0.07683492,1363.25,1
1713,New Orleans,James B. Sherwood,"New Orleans, LA",LA,New Orleans,Nelson Clement Trowbridge,"New Orleans, LA",LA,20,M,Nat,Mulatto,1/2/1858,1,0,1,0.006085532,Credit,0.07552088,1250,1
1714,New Orleans,John H. Hood,"New Orleans, LA",LA,New Orleans,David Resolve Godwin,"New Orleans, LA",LA,36,M,Yoric,Negro,1/12/1858,1,0,1,0.00602698,Cash,0.07477,900,1
1715,New Orleans,William O'Brien,"New Orleans, LA",LA,Mocksville ,John W. Hall,"Mocksville , NC",NC,8,F,Martha,Negro,1/11/1858,1,0,1,0.00602698,Cash,0.07477,480,1
1716,Copiah,William Myles,"Copiah, MS",MS,Unknown,Eleanore J. Guion,"Unknown, Unknown",Unknown,30,M,Titus,Negro,1/11/1858,2,0,2,0.00602698,Cash,0.07477,2120,1
1717,Unknown,Thomas Askew,"Unknown, Unknown",Unknown,Unknown,W.W. Mitchell,"Unknown, Unknown",Unknown,27,F,Susan,Unknown,1/11/1858,1,2,3,0.00602698,Cash,0.07477,700,1
1718,Ascension,Romanta Tillotson,"Ascension, LA",LA,Vanderburgh,Michael  Herrel,"Vanderburgh, IN",IN,33,M,Hark/ Hercules,Negro,1/14/1858,1,0,1,0.00602698,Cash,0.07477,1400,1
1719,Tensas,Edward  Johnson,"Tensas, LA",LA,New Orleans,Clara Vignier,"New Orleans, LA",LA,25,M,John Parent,Negro,1/12/1858,2,1,3,0.00602698,Cash,0.07477,2000,1
1720,Unknown,John B. Cotton,"Unknown, Unknown",Unknown,Unknown,Edward Stephens,"Unknown, Unknown",Unknown,21,M,Henry/ Harry,Dark Mulatto,4/3/1856,1,0,1,0.00602698,Cash,0.07477,650,1
1721,St. James ,George Moore,"St. James , LA",LA,New Orleans,Marie Martha Roudanez,"New Orleans, LA",LA,22,M,Lewis,Negro,5/5/1856,1,0,1,0.00602698,Cash,0.07477,1300,1
1722,Natchitoches ,Pascalis Roubieu,"Natchitoches , LA",LA,New Orleans,Sidney Law Johnson,"New Orleans, LA",LA,23,F,Betsey,Mulatto,5/23/1856,1,1,2,0.005790818,Cash and Credit,0.07174632,1200,1
1723,Union ,John V. McHenry,"Union , AR",AR,New Orleans,Sarah Bryant Lockett,"New Orleans, LA",LA,12,F,Jenny,Negro,3/20/1856,1,0,1,0.00602698,Cash,0.07477,750,1
1724,Unknown,Charles Peine,"Unknown, MS",MS,New Orleans,"John, Eugene Strenna, Guenaudon","New Orleans, LA",LA,20,M,John Lott,Negro,4/21/1856,1,0,1,0.00602698,Cash,0.07477,600,1
1725,Pass Christian,Percival B. McCutcheon,"Pass Christian, MS",MS,New Orleans,Daniel Edwards,"New Orleans, LA",LA,17,F,Maria,Dark Griff,1/15/1858,1,0,1,0.00602698,Cash,0.07477,1000,1
1726,New Orleans,Ernest Etienne Mougin,"New Orleans, LA",LA,New Orleans,Justine Clarisse Apolonie Ruly,"New Orleans, LA",LA,35,F,Rachel,Negro,1/13/1858,1,0,1,0.005746766,Cash and Credit,0.07118316,775,1
1727,New Orleans ,John B. Cotton,"New Orleans , LA",LA,Livingston ,Ellen Newburger,"Livingston , LA",LA,45,F,Polly,Black,3/14/1856,1,0,1,0.006085532,Credit,0.07552088,400,1
1728,Chicos,Marcus F. Johnson,"Chicos, AR",AR,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,25,M,Matthews,Negro,1/9/1858,21,0,21,0.006290171,Credit,0.07814896,1400,21
1729,Washington,Robert S. Turnbull,"Washington, MS",MS,New Orleans,Nelson Clement Trowbridge,"New Orleans, LA",LA,52,M,Frank,Unknown,1/16/1858,14,0,14,0.00602698,Cash,0.07477,600,14
1730,Unknown,Claude Frederick Avet,"Unknown, Unknown",Unknown,New Orleans,Jean Martial Lapeyrolerie,"New Orleans, LA",LA,22,M,Jacuot,Unknown,1/6/1858,2,3,5,0,Credit,0,1000,2
1731,New Orleans,Smith Isard,"New Orleans, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,14,F,Kitty,Negro,1/13/1858,1,0,1,0.00602698,Cash,0.07477,1100,1
1732,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,Eufaula,J. Tyler,"Eufaula, AL",AL,29,M,Jack,Negro,1/18/1858,1,0,1,0.00602698,Cash,0.07477,960,1
1733,Plaquemines ,Pamela Zeringue,"Plaquemines , LA",LA,New Orleans,Zeolide St. Amant,"New Orleans, LA",LA,15,F,Antoinette,Mulatto,1/19/1858,1,0,1,0.00602698,Cash,0.07477,750,1
1734,New Orleans,Francis Moreno Jr.,"New Orleans, LA",LA,New Orleans,Coralie de Reggio,"New Orleans, LA",LA,24,M,Paul,Griff,1/15/1858,1,0,1,0.00602698,Cash,0.07477,1200,1
1735,New Orleans,Josephine Pellerin,"New Orleans, LA",LA,New Orleans,Claudine Beaurepaire,"New Orleans, LA",LA,31,F,Louise,Griff,1/16/1858,1,1,2,0.00587886,Cash and Credit,0.07287264,900,1
1736,New Orleans,Tony Lafon,"New Orleans, LA",LA,New Orleans,Octave le Blanc,"New Orleans, LA",LA,55,M,Isaac,Mulatto,1/4/1858,2,0,2,0.00602698,Cash,0.07477,1200,1
1737,Washington,Robert S. Turnbull,"Washington, MS",MS,New Orleans,Nelson Clement Trowbridge,"New Orleans, LA",LA,22,F,Elizabeth,Griff,1/18/1858,1,0,1,0.00602698,Cash,0.07477,1250,1
1738,New Orleans,John S. Wallis,"New Orleans, LA",LA,New Orleans,Joshua Corprew,"New Orleans, LA",LA,13,F,Caroline,Negro,1/19/1858,1,0,1,0.00602698,Cash,0.07477,750,1
1739,New Orleans,Thomas McBurney,"New Orleans, LA",LA,New Orleans,"Willam, Louis Auguste Prehn, Bendixen","New Orleans, LA",LA,42,M,Cesar,Negro,1/18/1858,2,0,2,0.005790818,Cash and Credit,0.07174632,1766.18,1
1740,Iberville ,Joseph Outendirck,"Iberville , LA",LA,New Orleans,Domingo Fatjo,"New Orleans, LA",LA,37,F,Sirenne,Negro,1/20/1858,1,0,1,0.00602698,Cash,0.07477,625,1
1741,Unknown,Emilie Servians,"Unknown, Unknown",Unknown,New Orleans,Adolphe Menuet,"New Orleans, LA",LA,28,F,Mary Green,Negro,1/18/1858,1,0,1,0.005746766,Cash and Credit,0.07118316,825,1
1742,Shreveport,W. G. Bonner & Co. Unknown,"Shreveport, LA",LA,New Orleans,Augustus Reichard,"New Orleans, LA",LA,16,M,Honore,Negro,1/22/1858,1,0,1,0.00602698,Cash,0.07477,700,1
1743,Shreveport,W. G. Bonner & Co. Unknown,"Shreveport, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,40,M,Thomas Miller,Black,1/21/1858,12,0,12,0.00587886,Cash and Credit,0.07287264,1050,12
1744,New Orleans,Ferdinand J. Da Silva,"New Orleans, LA",LA,New Orleans,Paul Queyrouse,"New Orleans, LA",LA,27,F,Emily,Negro,1/18/1858,1,0,1,0.00602698,Cash,0.07477,600,1
1745,New Orleans,Alfred Donovan,"New Orleans, LA",LA,New Orleans,James T. Pugh,"New Orleans, LA",LA,38,F,Marry,Negro,1/19/1858,1,1,2,0.00602698,Cash,0.07477,1250,1
1746,New Orleans,Alfred Donovan,"New Orleans, LA",LA,Panola,Rich Golden,"Panola, TX",TX,46,F,Handsome,Dark Copper,1/19/1858,2,0,2,0.00602698,Cash,0.07477,1849.8,1
1747,Pointe Coupee ,Bennett B. Simms,"Pointe Coupee , LA",LA,New Orleans,John K. Collins,"New Orleans, LA",LA,36,M,William,Negro,1/14/1858,1,0,1,0.005739422,"Exchange, Credit",0.0710893,2000,1
1748,New Orleans,John Collins,"New Orleans, LA",LA,Pointe Coupee,Bernette Simmes,"Pointe Coupee, LA",LA,40,M,Robert,Negro,1/14/1858,1,0,1,0.00602698,Exchange,0.07477,1500,1
1749,New Orleans,Hiram Rutter,"New Orleans, LA",LA,New Orleans,Joseph James Clark,"New Orleans, LA",LA,49,F,Betsey,Negro,1/23/1858,1,0,1,0.00602698,Cash,0.07477,225,1
1750,New Orleans,Louis Caretta,"New Orleans, LA",LA,New Orleans,Louis Lebeau,"New Orleans, LA",LA,44,F,Jane,Mulatto,1/25/1858,1,0,1,0.00602698,Cash,0.07477,245,1
1751,New Orleans,Jean Francois Aime,"New Orleans, LA",LA,New Orleans,Stanislav Gabriel Veret,"New Orleans, LA",LA,12,M,Collins,Negro,1/15/1858,1,0,1,0.005746766,Cash and Credit,0.07118316,500,1
1752,New Orleans,John Fogarty,"New Orleans, LA",LA,New Orleans,Arthur Ambrose Maginnis,"New Orleans, LA",LA,30,M,Raisin,Negro,1/26/1858,1,0,1,0.00602698,Cash,0.07477,900,1
1753,New Orleans,Rosina Anna Westholz,"New Orleans, LA",LA,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,17,F,Eliza,Dark Griff,1/19/1858,1,0,1,0.00602698,Cash,0.07477,850,1
1754,Calhoun ,Daniel Wilson,"Calhoun , TX",TX,New Orleans,Frederick Scruggs,"New Orleans, LA",LA,26,F,Lizzy,Mulatto,1/27/1858,1,0,1,0.00602698,Cash,0.07477,850,1
1755,New Orleans,Frederick Scruggs,"New Orleans, LA",LA,Calhoun,Daniel Wilson,"Calhoun, TX",TX,21,M,Noel,Mulatto,1/27/1858,1,0,1,0.00602698,Cash,0.07477,1200,1
1756,New Orleans,Frederick Scruggs,"New Orleans, LA",LA,Calhoun,Cora Bush,"Calhoun, TX",TX,28,M,Edward,Negro,1/27/1858,1,0,1,0.00602698,Cash,0.07477,1150,1
1757,St. Martin,Cordelia D. Wheeler,"St. Martin, LA",LA,New Orleans,Caroline Dumois,"New Orleans, LA",LA,19,F,Adeline,Griff,1/27/1858,2,0,2,0.006202525,Credit,0.07702264,1800,1
1758,St. Martin,Cordelia D. Wheeler,"St. Martin, LA",LA,New Orleans,Caroline Dumois,"New Orleans, LA",LA,60,F,Kitty Daniel,Negro,1/27/1858,11,0,11,0.006217138,Credit,0.07721036,5000,1
1759,New Orleans,Bernard Kendig,"New Orleans, LA",LA,New Orleans,Sophie Trigant de Beaumont,"New Orleans, LA",LA,20,F,Clementine/ Celestine,Negro,1/29/1858,1,0,1,0.00602698,Cash,0.07477,850,1
1760,New Orleans,Ida Spotts,"New Orleans, LA",LA,New Orleans,Louis Caretta,"New Orleans, LA",LA,45,F,Jane,Mulatto,1/30/1858,1,0,1,0.00602698,Cash,0.07477,300,1
1761,Jefferson,Susan  Woolen,"Jefferson, LA",LA,New Orleans,Virginia C. Alexander,"New Orleans, LA",LA,16,F,Marcelite,Negro,1/18/1858,1,0,1,0.00602698,Cash,0.07477,800,1
1762,Orleans,Hasam & Anderson Shipwrights Unknown,"Orleans, LA",LA,New Orleans,William Randolph,"New Orleans, LA",LA,35,M,Moses,Negro,1/28/1858,1,0,1,0.00602698,Cash,0.07477,1100,1
1763,New Orleans,Joseph Alexis,"New Orleans, LA",LA,New Orleans,Louis Lombard,"New Orleans, LA",LA,30,F,Esther,Mulatto,2/1/1858,1,0,1,0.005790818,Cash and Credit,0.07174632,549,1
1764,Iberville ,Euphrosine Celeste Brunet,"Iberville , LA",LA,New Orleans,Ulger H. Lauve,"New Orleans, LA",LA,18,F,Patsey,Negro,1/30/1858,1,1,2,0.006202525,Credit,0.07702264,1000,1
1765,De Soto ,Hamilton Sloan,"De Soto , LA",LA,Macon,Thomas Williams,"Macon, AL",AL,21,F,Mary,Negro,2/3/1858,1,0,1,0.006202525,Credit,0.07702264,1050,1
1766,Pointe Coupee ,Joseph Francois Lapice,"Pointe Coupee , LA",LA,New Orleans,Marie Elizabeth Emma Guillot,"New Orleans, LA",LA,20,F,Louisa,Griff,1/30/1858,1,1,2,0.006202525,Credit,0.07702264,1200,1
1767,New Orleans,William Mish,"New Orleans, LA",LA,New Orleans,Morritz Stiewell,"New Orleans, LA",LA,50,F,Margaret,Negro,2/3/1858,1,0,1,0.00602698,Cash,0.07477,225,1
1768,New Orleans,Didier Auguste Broue,"New Orleans, LA",LA,New Orleans,Margaret Ann Gordon,"New Orleans, LA",LA,40,F,Sally Lewis,Griff,2/2/1858,1,0,1,0.00602698,Cash,0.07477,205,1
1769,New Orleans,Henry Pfeiffer,"New Orleans, LA",LA,New Orleans,Stoddart Howell,"New Orleans, LA",LA,30,F,Million,Negro,2/4/1858,1,0,1,0.00602698,Cash,0.07477,850,1
1770,New Orleans,Garrett Francis Oldis,"New Orleans, LA",LA,New Orleans,Benjamin J. K. Bennett,"New Orleans, LA",LA,36,F,Eliza,Negro,2/2/1858,1,0,1,0.00602698,Cash,0.07477,800,1
1771,New Orleans,Hugh Mitchell Hays,"New Orleans, LA",LA,New Orleans,Charles Diamond,"New Orleans, LA",LA,27,M,Charles Phillips,Negro,2/1/1858,1,0,1,0.00602698,Cash,0.07477,1000,1
1772,Catahoula ,Peter E. H. Lovelace,"Catahoula , LA",LA,Hamburg,William Broagden,"Hamburg, SC",SC,23,F,Hannah,Negro,2/5/1858,1,0,1,0.00602698,Cash,0.07477,800,1
1773,New Orleans,George Heation,"New Orleans, LA",LA,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,17,F,Mary Ann,Griff,2/5/1858,1,0,1,0.00602698,Cash,0.07477,1325,1
1774,West Baton Rouge ,James Alexander Lobdell,"West Baton Rouge , LA",LA,Pointe Coupee,Constance Collins,"Pointe Coupee, LA",LA,22,M,Charles,Mulatto,2/3/1858,1,0,1,0.006202525,Credit,0.07702264,1200,1
1775,New Orleans,Zenon Timur,"New Orleans, LA",LA,New Orleans,Jules Lapene,"New Orleans, LA",LA,37,M,Lindor,Negro,2/4/1858,1,0,1,0.00602698,Cash,0.07477,600,1
1776,New Orleans,Joseph A. Barelli,"New Orleans, LA",LA,New Orleans,Clara L. Johnson,"New Orleans, LA",LA,37,F,Lucile,Negro,12/26/1857,1,0,1,0.00602698,Cash,0.07477,800,1
1777,New Orleans,Oliver M. White,"New Orleans, LA",LA,New Orleans,George Washington Shaw,"New Orleans, LA",LA,39,M,Charles Washington,Unknown,2/5/1858,3,4,7,0.00602698,Cash,0.07477,4500,2
1778,New Orleans,Victoire Helena Perret,"New Orleans, LA",LA,St. Charles ,Constance de Vaugine,"St. Charles , LA",LA,17,F,Anna,Negro,2/6/1858,1,0,1,0.00602698,Cash,0.07477,1000,1
1779,New Orleans,Deborah Ann Hobart,"New Orleans, LA",LA,Unknown,Charles Pitts,"Unknown, Unknown",Unknown,30,F,Ann,Griff,1/26/1858,1,0,1,0.00602698,Cash,0.07477,1000,1
1780,New Orleans,Combs Marchesseau,"New Orleans, LA",LA,New Orleans,Valcour Fortier,"New Orleans, LA",LA,29.5,M,Alexander,Mulatto,2/6/1858,1,0,1,0.00583485,Cash and Credit,0.07230948,1500,1
1781,New Orleans,John J. Norment,"New Orleans, LA",LA,New Orleans,Alfred Douglas Donovan,"New Orleans, LA",LA,18,M,Wiley,Negro,2/5/1858,5,0,5,0.006202525,Credit,0.07702264,4320,1
1782,New Orleans,David B. Moore,"New Orleans, LA",LA,New Orleans,Nathaniel Williamson,"New Orleans, LA",LA,20,F,Emilie,Negro,2/8/1858,1,1,2,0.00602698,Cash,0.07477,1100,1
1783,Bossier,Abel Skannal,"Bossier, LA",LA,Hamburg,Richard Marion Owings,"Hamburg, SC",SC,17,F,Lucy,Negro,2/8/1858,1,0,1,0.00602698,Cash,0.07477,1100,1
1784,Bossier,Abel Skannal,"Bossier, LA",LA,Talbot,John T. Blount,"Talbot, GA",GA,18,F,Sarah,Griff,2/8/1858,1,0,1,0.00602698,Cash,0.07477,1100,1
1785,Bossier,Abel Skannal,"Bossier, LA",LA,Atlanta,Robert Wesley Bullard,"Atlanta, GA",GA,18,M,Wiley,Negro,2/8/1858,1,0,1,0.00602698,Cash,0.07477,1100,1
1786,Bossier,Abel Skannal,"Bossier, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,21,M,Fenton,Unknown,2/8/1858,10,1,11,0.00602698,Cash,0.07477,1200,10
1787,St. James,"Florent, Septime Fortier","St. James, LA",LA,New Orleans,Edward Bouligny,"New Orleans, LA",LA,25,F,Cecilia,Griff,4/18/1857,1,0,1,0.00602698,Cash,0.07477,1100,1
1788,Jackson,Mary Rice,"Jackson, LA",LA,Shelby,William Wilson,"Shelby, KY",KY,22,M,Lloyd,Mulatto,2/9/1858,1,0,1,0.00602698,Cash,0.07477,1100,1
1789,Montgomery,Horatio Gates Harbin,"Montgomery, AL",AL,Jefferson,Jules Degruy,"Jefferson, LA",LA,11,M,Ambraise,Negro,2/9/1858,1,0,1,0.00602698,Cash,0.07477,600,1
1790,Hinds ,Noel Reynolds,"Hinds , MS",MS,New Orleans,Peyton W. Reynolds,"New Orleans, LA",LA,24,M,Anthony,Negro,2/9/1858,1,0,1,0.00587886,Cash and Credit,0.07287264,1200,1
1791,New Orleans,Smithson Higgenbotham Davis,"New Orleans, LA",LA,New Orleans,Robert S. Davis,"New Orleans, LA",LA,11,M,Nick,Unknown,2/10/1858,3,0,3,0.00602698,Cash,0.07477,2583.7,1
1792,Orleans,Thomas Hasam,"Orleans, LA",LA,Unknown,Luce Adelaide Marin,"Unknown, Unknown",Unknown,45,F,Victoire,Negro,12/30/1857,1,0,1,0.00602698,Cash,0.07477,200,1
1793,Iberville ,John  Andrews,"Iberville , LA",LA,New Orleans,John Caldwell Jr.,"New Orleans, LA",LA,23,F,Amos,Negro,2/8/1858,1,0,1,0.00602698,Cash,0.07477,1250,1
1794,Rapides ,"Maria Amanda, Succesors of Willis Bonner Unknown","Rapides , LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,23,M,Peter,Unknown,2/10/1858,8,0,8,0.00602698,Cash,0.07477,1175,8
1795,Holmes,Samuel D. Shackelford,"Holmes, MS",MS,Jackson,Isaac Widgron,"Jackson, FL",FL,25,M,Edward,Negro,2/10/1858,1,0,1,0.00602698,Cash,0.07477,1150,1
1796,Adams,William L. Jackson,"Adams, MS",MS,Concordia,James Wells Elam,"Concordia, LA",LA,40,M,Genge,Unknown,2/9/1858,14,0,14,0.006217138,Credit,0.07721036,14618.24,1
